sample_id,pad_name,level,level_index,severity,severity_label,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,std_h,std_s,std_v,brightness,contrast,base_r,base_g,base_b,blurred
141,Leukocytes,Small,2,2,Moderate,161.8965,126.2832,194.2939,7.4132,7.2794,7.0542,135.7246,89.0596,194.2939,4.1336,11.2289,7.0542,144.6758,4.8265,175,150,175,0
142,Leukocytes,Small,2,2,Moderate,159.9785,165.1279,185.9473,7.0739,7.0138,7.1895,114.4736,38.1553,185.9561,11.3044,11.7652,7.1771,165.958,4.5997,175,150,175,0
143,Leukocytes,Small,2,2,Moderate,164.2227,131.1055,158.665,7.1946,7.2465,7.2847,154.6396,53.4619,166.1064,8.6591,13.5537,6.1928,144.166,4.8046,175,150,175,1
144,Leukocytes,Small,2,2,Moderate,189.998,172.7363,172.3145,7.2725,7.1214,7.1145,81.4102,28.9268,190.1836,76.8794,11.2123,7.0447,177.8467,4.7675,175,150,175,1
145,Leukocytes,Small,2,2,Moderate,189.9414,137.8506,178.8232,7.1598,7.2824,7.1385,156.1318,70.4189,190.6709,5.496,11.5963,6.5457,158.0801,4.8993,175,150,175,1
146,Leukocytes,Small,2,2,Moderate,200.248,155.8975,162.9121,7.2398,7.2886,7.1667,128.3115,58.2168,200.248,74.2758,10.8023,7.2398,169.9736,4.8227,175,150,175,0
147,Leukocytes,Small,2,2,Moderate,175.1328,164.8936,149.6924,7.1611,7.0779,7.2978,30.1045,38.1533,175.9678,39.4713,12.8981,6.4726,166.2354,4.7662,175,150,175,0
148,Leukocytes,Small,2,2,Moderate,199.0078,143.6885,189.7549,3.0596,2.7757,2.7439,154.9688,70.8457,199.0254,2.2502,4.4001,3.0274,165.4805,1.9404,175,150,175,1
149,Leukocytes,Small,2,2,Moderate,157.9492,136.3184,191.5693,7.1733,6.9803,7.1466,131.6826,73.3008,191.5693,4.9951,11.2597,7.1466,149.0889,4.7571,175,150,175,1
150,Leukocytes,Small,2,2,Moderate,161.3809,170.7705,159.8379,7.1451,7.0966,7.2963,61.7959,23.4668,172.1436,31.7578,10.3429,5.9278,166.7197,4.8921,175,150,175,0
151,Leukocytes,Small,2,2,Moderate,199.2441,164.8301,175.9062,7.1655,7.2907,7.2281,140.0029,44.752,199.2451,61.8967,11.2889,7.1639,176.3838,4.9347,175,150,175,0
152,Leukocytes,Small,2,2,Moderate,196.9619,162.6914,179.8301,7.1529,7.3623,7.0755,155.6475,44.4277,197.0889,36.6447,12.2998,6.9991,174.8926,4.7959,175,150,175,1
153,Leukocytes,Small,2,2,Moderate,180.1172,135.1211,170.7275,7.3023,6.9875,7.3573,155.9229,64.7246,181.291,6.6385,11.739,6.4131,152.6387,4.7959,175,150,175,0
154,Leukocytes,Small,2,2,Moderate,167.9043,138.9707,196.6299,7.3024,7.188,7.143,135.0918,74.54,196.6299,4.8907,11.4385,7.143,154.2119,4.8057,175,150,175,1
155,Leukocytes,Small,2,2,Moderate,150.0547,127.9795,158.2969,2.9303,2.6285,2.6809,141.9697,48.8271,158.3311,3.744,5.4409,2.6333,138.0342,1.8355,175,150,175,1
156,Leukocytes,Small,2,2,Moderate,179.1738,131.8711,190.3506,7.0087,7.0718,6.9779,144.5508,78.7285,190.9912,4.8222,11.1959,6.4151,152.6826,4.7691,175,150,175,1
157,Leukocytes,Small,2,2,Moderate,154.0586,148.0576,185.9785,7.0556,7.1357,7.2362,124.2432,54.2354,185.9785,7.5759,11.7878,7.2362,154.1641,4.5956,175,150,175,1
158,Leukocytes,Small,2,2,Moderate,152.8027,136.9395,182.835,7.2596,7.048,7.1377,130.2188,63.9434,182.835,6.1467,12.3737,7.1377,146.9189,4.758,175,150,175,0
159,Leukocytes,Small,2,2,Moderate,196.2607,151.7061,199.374,7.2478,7.236,7.2841,148.2207,63.6777,202.3428,6.115,10.6455,5.7821,170.4697,4.8022,175,150,175,0
160,Leukocytes,Small,2,2,Moderate,175.7832,134.082,190.9004,7.0046,7.3215,7.2778,142.2373,75.8721,191.1367,4.8528,11.7271,7.0146,153.0371,4.8988,175,150,175,0
161,Leukocytes,Small,2,2,Moderate,179.3291,135.0625,195.0078,7.1346,7.2141,7.1041,142.3975,78.3848,195.2158,4.7753,11.2197,6.8559,155.1191,4.8521,175,150,175,0
162,Leukocytes,Small,2,2,Moderate,198.5488,173.8408,169.1045,7.1647,7.2208,7.1091,61.6016,40.1924,198.5488,76.4534,11.0205,7.1647,180.6855,4.8217,175,150,175,1
163,Leukocytes,Small,2,2,Moderate,197.0596,164.3857,156.0479,7.1739,7.2597,7.2437,41.8203,54.4326,197.0596,66.9544,10.8514,7.1739,173.1992,4.8276,175,150,175,1
164,Leukocytes,Small,2,2,Moderate,196.7686,142.3184,154.0312,7.1913,7.0938,6.9892,148.1543,71.084,196.7686,59.5298,10.5538,7.1913,159.9521,4.8437,175,150,175,0
165,Leukocytes,Small,2,2,Moderate,180.1904,149.3701,180.2334,7.1838,7.2178,7.1763,149.999,48.207,184.3926,8.696,11.9547,5.7797,162.1045,4.8613,175,150,175,0
166,Leukocytes,Small,2,2,Moderate,185.752,146.9629,150.915,2.7402,2.8067,2.8469,143.3008,53.709,185.752,68.1153,4.6728,2.7402,159.0254,1.8412,175,150,175,1
167,Leukocytes,Small,2,2,Moderate,181.0303,128.917,196.0264,7.1898,7.281,7.2373,143.5166,87.2812,196.2666,4.2619,11.2621,6.9737,152.1514,4.884,175,150,175,0
168,Leukocytes,Small,2,2,Moderate,174.7715,131.7109,193.8379,2.8261,2.7709,2.8816,140.8213,81.6836,193.8379,1.7717,4.5449,2.8816,151.6768,1.9162,175,150,175,0
169,Leukocytes,Small,2,2,Moderate,153.0107,129.6299,191.7666,7.3619,7.2341,7.1993,131.2012,82.375,191.7666,4.5377,11.6594,7.1993,143.7256,4.8527,175,150,175,0
170,Leukocytes,Small,2,2,Moderate,182.0742,147.998,179.8604,2.7572,2.8069,2.9904,151.8691,48.5176,182.8047,3.4079,4.871,2.4349,161.8232,1.8543,175,150,175,1
171,Leukocytes,Small,2,2,Moderate,150.2295,142.8633,156.4971,7.1797,7.203,7.1125,126.6768,27.499,158.4258,35.8658,12.3104,5.7778,146.6318,4.7993,175,150,175,0
172,Leukocytes,Small,2,2,Moderate,174.8018,142.8779,157.1357,7.2394,7.1048,7.1989,149.3301,46.7451,174.8887,48.417,13.0565,7.1299,154.0664,4.7807,175,150,175,0
173,Leukocytes,Small,2,2,Moderate,184.8271,169.3359,179.8027,7.1688,7.0649,7.1847,126.5752,25.166,187.0,56.5819,11.036,5.9693,175.1699,4.6587,175,150,175,0
174,Leukocytes,Small,2,2,Moderate,151.8447,147.8594,185.3955,2.5747,2.8699,2.576,123.0625,51.9727,185.3955,2.9101,4.708,2.576,153.3125,1.8911,175,150,175,0
175,Leukocytes,Small,2,2,Moderate,200.3252,126.2617,165.0459,7.2176,7.1525,7.2518,164.2686,94.0684,200.3252,3.747,10.7506,7.2176,152.8262,4.8353,175,150,175,1
176,Leukocytes,Small,2,2,Moderate,169.5068,138.0186,168.6846,7.1534,7.0895,7.2112,150.666,51.4863,173.1309,8.3964,12.5141,6.0278,150.9297,4.7872,175,150,175,1
177,Leukocytes,Small,2,2,Moderate,163.959,135.877,160.6621,7.1928,7.231,7.1778,153.1084,47.1143,166.8623,10.351,13.3418,5.8267,147.0986,4.7933,175,150,175,0
178,Leukocytes,Small,2,2,Moderate,162.8213,168.0918,160.9287,7.1454,7.1769,7.3938,69.7793,20.96,171.0029,43.1005,9.0654,5.2305,165.7051,4.7941,175,150,175,1
179,Leukocytes,Small,2,2,Moderate,181.8506,144.1621,191.082,7.2421,7.3509,7.2482,144.5029,63.5488,192.2295,6.3389,11.6268,6.3514,160.8018,4.9526,175,150,175,1
180,Leukocytes,Moderate,3,2,Moderate,167.0918,126.5527,160.8223,7.08,7.0995,7.3986,154.3555,63.6445,168.8457,7.1071,12.743,6.0413,142.5928,4.7678,165,120,155,1
181,Leukocytes,Moderate,3,2,Moderate,148.7871,129.8154,157.2744,7.1329,7.2225,7.1431,141.0859,45.8838,158.4521,11.1612,13.7419,6.2518,138.623,4.8332,165,120,155,1
182,Leukocytes,Moderate,3,2,Moderate,154.3438,110.7461,177.8389,7.2352,7.1418,7.2795,139.6387,95.9453,177.8389,4.1383,12.2247,7.2795,131.4482,4.8635,165,120,155,0
183,Leukocytes,Moderate,3,2,Moderate,141.0879,97.7559,158.002,7.0999,7.2379,7.2013,141.7871,97.0996,158.1631,4.6997,13.6557,7.0068,117.584,4.7861,165,120,155,1
184,Leukocytes,Moderate,3,2,Moderate,186.1055,109.9121,143.6455,7.1798,7.151,7.1602,166.7891,104.1797,186.1055,3.4647,11.4151,7.1798,136.5527,4.8256,165,120,155,0
185,Leukocytes,Moderate,3,2,Moderate,178.8984,125.3193,156.6729,7.2829,7.2855,7.2326,162.3633,76.0557,178.9062,5.1523,12.8935,7.2712,144.9131,4.8149,165,120,155,1
186,Leukocytes,Moderate,3,2,Moderate,144.9863,136.4053,143.2275,2.5333,2.7104,2.818,148.0918,16.4688,145.7676,31.9825,5.8228,2.3055,139.7471,1.808,165,120,155,1
187,Leukocytes,Moderate,3,2,Moderate,177.2461,124.2227,142.8076,7.3165,7.1636,7.3985,161.8145,76.0732,177.2461,34.7507,12.831,7.3165,142.1982,4.7293,165,120,155,1
188,Leukocytes,Moderate,3,2,Moderate,155.1504,141.7197,170.8096,7.2933,7.3365,7.0909,133.7588,43.8926,170.9941,10.4958,13.6849,6.882,149.0557,4.9302,165,120,155,1
189,Leukocytes,Moderate,3,2,Moderate,188.29,126.9746,172.334,7.2934,7.0745,7.2879,157.6182,82.9746,188.4736,4.7292,11.4756,7.0855,150.4824,4.7746,165,120,155,1
190,Leukocytes,Moderate,3,2,Moderate,151.8652,114.8926,171.1982,7.1545,7.1324,7.2851,139.8887,83.5986,171.2441,5.0418,13.1681,7.2227,132.3711,4.6938,165,120,155,1
191,Leukocytes,Moderate,3,2,Moderate,153.9111,140.0244,153.6777,7.1666,7.2114,7.0959,134.8545,29.5859,157.9639,41.8315,13.0171,5.7919,145.7295,4.8686,165,120,155,0
192,Leukocytes,Moderate,3,2,Moderate,166.9814,96.1387,151.8799,2.7632,2.6905,2.6314,156.3613,108.1621,166.9814,1.4804,4.9011,2.7632,123.6729,1.8118,165,120,155,1
193,Leukocytes,Moderate,3,2,Moderate,170.1133,105.1924,175.0615,2.6522,2.943,2.8948,147.9453,101.8701,175.2266,1.682,4.9818,2.7605,132.5713,1.9118,165,120,155,0
194,Leukocytes,Moderate,3,2,Moderate,176.1113,95.2617,130.5479,7.2502,7.1484,7.2846,166.9453,116.8594,176.1113,3.3335,11.7442,7.2502,123.4609,4.8562,165,120,155,0
195,Leukocytes,Moderate,3,2,Moderate,150.1885,112.3721,179.9521,7.1089,7.2716,7.2023,136.7949,95.5029,179.9521,3.8802,12.1605,7.2023,131.3652,4.8476,165,120,155,0
196,Leukocytes,Moderate,3,2,Moderate,174.2979,103.9316,172.7783,2.6232,2.6892,2.7362,150.624,103.7041,175.1973,1.6015,4.2719,2.1669,132.8174,1.8427,165,120,155,0
197,Leukocytes,Moderate,3,2,Moderate,158.1504,116.1133,130.9346,7.2287,7.2413,7.0382,154.5977,67.7725,158.1504,46.3586,14.4079,7.2287,130.373,4.8151,165,120,155,1
198,Leukocytes,Moderate,3,2,Moderate,175.0527,97.0693,168.8691,7.3265,7.1058,7.3695,152.2256,114.8369,176.7998,3.7187,11.3788,6.2995,128.5635,4.8109,165,120,155,0
199,Leukocytes,Moderate,3,2,Moderate,158.7227,126.0195,171.0264,7.381,7.087,7.1171,142.1484,67.4209,171.5596,6.5018,12.9476,6.6437,140.9297,4.7745,165,120,155,1
200,Leukocytes,Moderate,3,2,Moderate,144.1924,118.2617,163.8506,7.211,7.3936,7.1957,137.168,70.6191,163.8838,6.2085,14.264,7.152,131.1973,4.9151,165,120,155,1
201,Leukocytes,Moderate,3,2,Moderate,185.041,124.7939,163.0654,7.2983,7.1488,7.0663,160.8438,82.79,185.0449,4.584,11.4992,7.2924,147.1836,4.9886,165,120,155,0
202,Leukocytes,Moderate,3,2,Moderate,159.9307,138.9443,134.2627,7.168,7.2288,7.3275,62.665,44.1328,159.9512,75.2224,13.3646,7.1387,144.6768,4.9385,165,120,155,1
203,Leukocytes,Moderate,3,2,Moderate,168.959,142.2861,138.9648,7.3188,7.1149,7.2237,68.3027,48.9375,168.959,79.1891,12.8132,7.3188,149.8809,4.8472,165,120,155,0
204,Leukocytes,Moderate,3,2,Moderate,149.2646,135.8682,165.1855,7.249,7.0453,7.2177,133.6904,45.7217,165.377,10.4493,13.6256,6.9903,143.2236,4.7487,165,120,155,0
205,Leukocytes,Moderate,3,2,Moderate,146.374,116.1074,163.7793,7.0412,7.3036,7.2966,139.2197,74.0312,163.8945,5.8266,13.8577,7.1557,130.5801,4.8665,165,120,155,1
206,Leukocytes,Moderate,3,2,Moderate,141.8994,144.3125,172.7656,7.1703,7.2196,7.11,117.9072,49.8994,172.7656,9.0883,12.1456,7.11,146.8311,4.775,165,120,155,1
207,Leukocytes,Moderate,3,2,Moderate,145.3223,119.5703,172.5293,7.2063,7.3574,7.2048,134.5469,77.9766,172.5293,5.3575,13.1423,7.2048,133.2998,4.8578,165,120,155,0
208,Leukocytes,Moderate,3,2,Moderate,150.7471,99.2354,134.1582,7.0863,7.2553,7.3264,159.4541,86.9531,150.9189,5.5663,14.7822,6.8833,118.6201,4.7596,165,120,155,1
209,Leukocytes,Moderate,3,2,Moderate,172.4121,118.2334,129.7666,7.122,7.1162,7.2026,145.7939,80.8057,172.4121,61.7843,11.9842,7.122,135.7598,4.7969,165,120,155,0
210,Leukocytes,Moderate,3,2,Moderate,167.0674,144.0498,174.918,7.26,7.2471,7.0485,142.8721,46.3711,176.2627,9.5869,12.8398,6.1417,154.4453,4.8441,165,120,155,0
211,Leukocytes,Moderate,3,2,Moderate,162.9287,132.2529,137.4023,7.2812,7.1421,7.2338,115.0469,51.0752,162.9287,77.305,13.387,7.2812,142.0078,4.6225,165,120,155,0
212,Leukocytes,Moderate,3,2,Moderate,154.7549,96.0781,130.9316,2.8242,2.6692,2.6957,162.1826,96.623,154.7549,1.8176,5.2618,2.8242,117.6152,1.7893,165,120,155,0
213,Leukocytes,Moderate,3,2,Moderate,172.707,115.0811,165.915,7.1125,7.1297,7.2642,153.3105,86.4795,174.3457,5.0291,12.1202,6.0959,138.1133,4.7373,165,120,155,0
214,Leukocytes,Moderate,3,2,Moderate,144.0566,136.918,133.9932,7.0427,7.2292,7.2179,73.6924,26.1904,146.041,65.2202,12.085,5.5907,138.7207,4.8024,165,120,155,1
215,Leukocytes,Moderate,3,2,Moderate,163.1387,129.9355,130.1377,2.6763,2.7379,2.8817,85.4189,54.3506,163.1387,86.9652,4.5901,2.6763,139.8896,1.8788,165,120,155,0
216,Leukocytes,Moderate,3,2,Moderate,158.5342,110.7373,149.0107,7.2901,7.2288,7.145,155.6484,77.6699,159.5029,6.0357,13.5402,6.5809,129.3857,4.8951,165,120,155,1
217,Leukocytes,Moderate,3,2,Moderate,161.3057,107.9834,161.0361,2.5946,2.9466,2.6856,150.1543,85.7871,162.7256,2.1377,5.4018,2.2347,129.9453,1.8411,165,120,155,1
218,Leukocytes,Moderate,3,2,Moderate,142.0986,98.0371,151.1465,7.1946,7.4475,7.0912,145.1953,90.4053,152.1904,5.3631,14.725,6.3136,117.2764,4.8616,165,120,155,0
219,Leukocytes,Moderate,3,2,Moderate,179.9307,98.9248,152.2822,2.724,2.9523,2.7542,160.2227,114.7607,179.9307,1.3196,4.6176,2.724,129.2344,1.9906,165,120,155,0
220,Leukocytes,Moderate,3,2,Moderate,157.5234,123.9551,174.0791,7.0844,7.4153,7.2205,140.3115,73.3291,174.2686,5.6839,13.1712,7.0034,139.6914,4.857,165,120,155,0
221,Leukocytes,Moderate,3,2,Moderate,175.3564,120.7686,148.9551,7.1983,7.0959,7.3273,164.4766,79.1064,175.3564,5.2268,12.3951,7.1983,140.3154,4.788,165,120,155,1
222,Leukocytes,Moderate,3,2,Moderate,140.0176,127.9307,166.0752,7.2431,7.2053,7.1411,129.25,58.9844,166.0752,7.4428,13.4699,7.1411,135.8828,4.9533,165,120,155,1
223,Leukocytes,Moderate,3,2,Moderate,167.0098,121.0498,178.2402,2.8038,2.7355,2.83,144.1562,81.7979,178.249,2.0235,4.9053,2.8138,141.3262,1.7829,165,120,155,0
224,Leukocytes,Moderate,3,2,Moderate,139.8223,117.1475,166.7041,7.1137,7.3662,7.2245,133.6221,75.4658,166.7041,5.5666,13.8542,7.2245,129.5811,4.8953,165,120,155,1
225,Leukocytes,Moderate,3,2,Moderate,164.0771,106.5234,180.5518,7.0875,7.2093,7.2367,143.498,104.4502,180.6963,3.7149,11.6871,7.0642,132.1572,4.8794,165,120,155,1
226,Leukocytes,Moderate,3,2,Moderate,172.9609,125.8965,142.8213,7.0598,7.0482,7.1878,158.749,69.3301,172.9609,39.7832,12.5864,7.0598,141.9092,4.7164,165,120,155,1
227,Leukocytes,Moderate,3,2,Moderate,149.0342,130.209,131.1416,7.1399,7.0129,7.1039,91.001,38.2363,149.1553,78.1914,14.0221,6.9807,135.9434,4.6633,165,120,155,0
228,Leukocytes,Moderate,3,2,Moderate,179.2285,107.1045,177.2217,7.2433,7.2235,7.2339,150.7607,105.0732,182.3711,3.9294,11.1055,5.9229,136.6729,4.8581,165,120,155,1
229,Leukocytes,Moderate,3,2,Moderate,175.9434,120.7207,166.8818,7.002,7.1232,7.2929,154.7256,80.791,176.9414,5.1796,12.2184,6.2711,142.4951,4.6503,165,120,155,1
230,Leukocytes,Moderate,3,2,Moderate,162.793,124.3652,140.5693,7.2309,7.1214,7.2869,153.7217,60.0674,162.7979,44.2565,14.1506,7.2235,137.7051,4.7175,165,120,155,1
231,Leukocytes,Moderate,3,2,Moderate,168.0264,137.541,159.8555,7.2295,7.0613,7.1115,157.0635,47.5117,169.2617,12.7287,13.2188,6.3401,149.208,4.7482,165,120,155,0
232,Leukocytes,Moderate,3,2,Moderate,156.9951,141.2119,142.1289,7.3672,7.2615,7.3416,92.4932,32.0039,157.4365,75.2952,12.8857,6.8783,146.0449,5.0224,165,120,155,0
233,Leukocytes,Moderate,3,2,Moderate,174.4033,108.9902,135.2861,7.1361,7.3571,7.1185,168.0146,95.3877,174.4033,4.1698,12.5337,7.1361,131.5205,4.9317,165,120,155,0
234,Leukocytes,Moderate,3,2,Moderate,180.9805,134.1885,141.832,7.1667,7.367,7.2931,126.3496,67.625,180.9805,75.3553,11.6062,7.1667,149.0391,4.9809,165,120,155,1
235,Leukocytes,Moderate,3,2,Moderate,153.8594,129.2617,134.9053,2.7407,2.8329,2.642,157.1924,40.8682,153.8594,49.0248,5.7287,2.7407,137.2754,1.9476,165,120,155,0
236,Leukocytes,Moderate,3,2,Moderate,190.0586,133.791,170.209,7.0562,7.3559,7.4622,160.4688,75.2832,190.0889,5.1676,11.8241,7.0136,154.7598,4.8775,165,120,155,1
237,Leukocytes,Moderate,3,2,Moderate,159.1035,94.5859,156.8574,7.267,7.198,7.4118,150.9902,106.1934,162.3418,4.526,12.9126,5.9654,120.9922,4.6526,165,120,155,1
238,Leukocytes,Moderate,3,2,Moderate,141.3105,102.0254,163.2246,7.1343,7.1438,7.2533,139.3779,95.3359,163.2285,4.5583,13.0611,7.2473,120.7422,4.7356,165,120,155,1
239,Leukocytes,Moderate,3,2,Moderate,165.1865,122.9561,171.8936,7.177,7.4464,7.1591,146.1934,74.0303,173.4658,5.8783,12.7278,6.1456,141.1611,4.9437,165,120,155,0
240,Leukocytes,Large,4,3,Critical,118.7295,73.0439,101.8965,7.4068,7.2815,7.193,160.8301,97.791,118.8818,6.344,18.0074,7.2364,89.9902,5.014,140,70,110,0
241,Leukocytes,Large,4,3,Critical,161.124,56.1416,123.7549,7.3235,7.2151,7.2949,160.6211,165.9385,161.124,2.6632,12.2673,7.3235,95.2402,4.7784,140,70,110,0
242,Leukocytes,Large,4,3,Critical,154.5664,76.166,123.3184,7.2157,7.2585,7.2734,161.8779,129.0732,154.5664,3.4893,13.3634,7.2157,105.0029,4.9479,140,70,110,0
243,Leukocytes,Large,4,3,Critical,161.6895,46.2715,99.2441,7.2323,7.1831,7.1854,166.2627,181.8701,161.6895,2.3164,11.8073,7.2323,86.8125,4.8545,140,70,110,1
244,Leukocytes,Large,4,3,Critical,117.1602,61.6475,103.0889,7.2926,7.333,7.1524,157.334,120.7832,117.5547,5.2407,18.1168,6.8779,82.9785,4.8051,140,70,110,0
245,Leukocytes,Large,4,3,Critical,147.1182,75.0498,93.8193,7.1275,6.9944,7.1465,165.6328,124.71,147.1182,32.5953,13.652,7.1275,98.7402,4.6373,140,70,110,0
246,Leukocytes,Large,4,3,Critical,157.8281,92.8701,120.1113,7.3256,7.2754,7.2092,167.4688,104.6221,157.8281,4.254,13.7396,7.3256,115.3916,4.843,140,70,110,1
247,Leukocytes,Large,4,3,Critical,130.0049,84.0801,134.8857,7.1613,7.1155,7.2428,147.3682,98.3555,137.1025,5.7134,14.7542,6.0241,103.6162,4.7977,140,70,110,1
248,Leukocytes,Large,4,3,Critical,144.9121,69.0605,115.7979,7.4992,7.2983,7.3118,161.4131,133.1885,144.9121,3.7373,14.0556,7.4992,97.0625,5.0292,140,70,110,1
249,Leukocytes,Large,4,3,Critical,151.5244,45.1875,115.165,7.2127,7.3457,7.1968,160.2139,178.7656,151.5244,2.521,13.0877,7.2127,84.9385,4.8355,140,70,110,1
250,Leukocytes,Large,4,3,Critical,121.8506,86.0088,133.0859,7.1876,7.0943,7.2506,143.1934,90.7275,133.8047,6.1539,15.5096,6.5994,102.1055,4.8694,140,70,110,1
251,Leukocytes,Large,4,3,Critical,149.1631,84.0381,99.9902,7.3352,7.3519,7.1394,156.5449,111.3594,149.1631,49.1629,14.2939,7.3352,105.332,4.8193,140,70,110,1
252,Leukocytes,Large,4,3,Critical,157.3857,90.1191,97.3096,2.8907,2.8411,2.7668,163.8506,109.0732,157.3857,45.6523,4.941,2.8907,111.0576,2.015,140,70,110,1
253,Leukocytes,Large,4,3,Critical,132.4844,93.9902,133.1816,7.1931,7.1003,7.1569,149.5166,79.7598,137.0254,6.987,15.2945,5.8409,109.9541,4.7291,140,70,110,1
254,Leukocytes,Large,4,3,Critical,138.2246,55.6934,86.9541,7.2856,7.1344,7.3789,168.6846,151.9795,138.2246,3.3103,14.2982,7.2856,83.9336,4.8523,140,70,110,0
255,Leukocytes,Large,4,3,Critical,140.9727,51.8838,125.876,7.3305,7.1929,7.1271,154.9736,161.1221,141.2627,3.3128,13.7948,7.012,86.9561,4.828,140,70,110,0
256,Leukocytes,Large,4,3,Critical,141.0449,88.1631,110.9756,7.094,7.2038,7.2203,166.8047,95.1846,141.0449,9.0889,15.4799,7.094,106.5703,4.7675,140,70,110,1
257,Leukocytes,Large,4,3,Critical,145.0439,79.9209,87.3682,7.315,7.0892,7.1679,127.5498,116.8271,145.0439,76.7183,13.0446,7.315,100.2393,4.6788,140,70,110,1
258,Leukocytes,Large,4,3,Critical,145.0488,93.9473,89.7666,7.092,7.184,7.247,58.8955,100.9854,145.0488,79.5965,13.0126,7.092,108.7471,4.7799,140,70,110,1
259,Leukocytes,Large,4,3,Critical,132.5537,71.21,109.7461,2.679,2.7135,2.8487,161.168,118.0771,132.5537,1.7503,6.0145,2.679,93.9619,1.8026,140,70,110,0
260,Leukocytes,Large,4,3,Critical,121.9355,70.5957,93.8604,7.2104,7.1331,7.3748,165.7471,106.8008,121.9355,11.7948,17.9262,7.2104,88.5879,4.5996,140,70,110,0
261,Leukocytes,Large,4,3,Critical,154.9531,75.041,117.1162,2.8797,2.7554,2.7513,164.207,131.4551,154.9531,1.3586,5.061,2.8797,103.7266,1.8981,140,70,110,1
262,Leukocytes,Large,4,3,Critical,147.2422,80.0342,99.0996,7.3121,7.2967,7.1593,165.3662,116.1328,147.2422,31.5997,14.5955,7.3121,102.3223,4.8242,140,70,110,1
263,Leukocytes,Large,4,3,Critical,162.6504,67.9854,103.8652,7.3256,7.1784,7.2157,168.6777,148.2168,162.6504,2.8552,12.2813,7.3256,100.3789,4.8508,140,70,110,0
264,Leukocytes,Large,4,3,Critical,125.6162,75.3193,91.8994,2.7976,2.8519,2.6381,170.1475,102.042,125.6162,1.9899,6.8846,2.7976,92.2432,1.8886,140,70,110,0
265,Leukocytes,Large,4,3,Critical,159.0498,70.126,88.4023,2.8433,2.6982,2.8862,173.8623,142.5312,159.0498,1.2475,5.0435,2.8433,98.7949,1.7301,140,70,110,0
266,Leukocytes,Large,4,3,Critical,118.0273,83.9717,129.8848,7.3904,7.2666,7.2445,142.5781,90.6729,130.6035,6.6595,16.1445,6.6043,99.3945,4.7943,140,70,110,1
267,Leukocytes,Large,4,3,Critical,134.8057,63.8379,95.1738,7.223,7.2881,7.1492,166.8164,133.8594,134.8057,3.8313,15.6188,7.223,88.6338,4.776,140,70,110,1
268,Leukocytes,Large,4,3,Critical,137.7666,93.3555,127.7812,2.7295,2.6672,2.5779,156.6924,82.1445,137.7686,2.3585,6.3073,2.7254,110.5527,1.7341,140,70,110,1
269,Leukocytes,Large,4,3,Critical,135.7275,78.2344,85.2314,2.8992,2.9178,2.8243,167.9629,108.043,135.7275,37.1503,6.367,2.8992,96.2207,1.9481,140,70,110,0
270,Leukocytes,Large,4,3,Critical,116.9287,78.0537,97.2871,7.2177,7.116,7.2466,160.8848,84.2578,116.9668,25.6773,18.8186,7.1659,91.8545,4.7962,140,70,110,0
271,Leukocytes,Large,4,3,Critical,140.6006,90.0029,105.0996,7.0385,7.2949,7.2269,156.7227,91.7539,140.6006,46.1982,15.4348,7.0385,106.8486,4.7907,140,70,110,0
272,Leukocytes,Large,4,3,Critical,133.0,74.3477,110.9688,7.3892,7.2414,7.3379,161.1475,111.9961,133.0166,4.916,16.2665,7.3644,96.0869,4.7532,140,70,110,1
273,Leukocytes,Large,4,3,Critical,118.0938,86.3467,116.8594,2.8029,2.847,2.622,151.0938,69.9902,119.0381,3.3206,7.0292,2.3368,99.3242,1.933,140,70,110,0
274,Leukocytes,Large,4,3,Critical,121.1328,61.9512,91.918,7.247,7.1643,7.345,164.7988,124.0742,121.1328,4.7141,17.4108,7.247,83.0498,4.7201,140,70,110,0
275,Leukocytes,Large,4,3,Critical,130.9658,80.6904,109.1484,7.1264,7.1512,7.2319,162.9033,97.4336,130.9727,5.6149,16.488,7.1159,98.9688,4.7906,140,70,110,0
276,Leukocytes,Large,4,3,Critical,121.665,46.126,115.0596,7.1853,7.3866,7.1322,152.4902,159.3662,123.2959,3.7981,16.0587,6.1781,76.5713,4.9042,140,70,110,0
277,Leukocytes,Large,4,3,Critical,125.4199,46.2451,104.8369,2.7059,2.8749,2.9044,157.7715,160.9521,125.4199,1.3809,6.0488,2.7059,76.6016,2.0091,140,70,110,0
278,Leukocytes,Large,4,3,Critical,144.7568,51.2529,123.873,7.2391,7.263,7.1089,156.5977,164.5361,144.7705,2.9561,13.402,7.2196,87.4893,4.9965,140,70,110,1
279,Leukocytes,Large,4,3,Critical,125.5645,54.0479,100.2588,7.2036,7.2529,7.3034,160.499,144.8789,125.5645,3.9856,16.0361,7.2036,80.7031,4.9107,140,70,110,0
280,Leukocytes,Large,4,3,Critical,129.4287,47.7539,109.0889,2.7675,2.6372,2.8071,157.4551,160.8711,129.4287,1.2968,5.5275,2.7675,79.1621,1.8219,140,70,110,0
281,Leukocytes,Large,4,3,Critical,125.0,84.8516,111.4873,2.7603,2.7922,2.7232,160.0645,81.8154,125.0,2.5479,7.0537,2.7603,99.8965,1.8443,140,70,110,0
